wikipedia_id,freebase_id,name,release_date,box_office,genres,imdb_id
31144225,/m/0gh822r,Doggone Cats,1947,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation""}",tt0039329
32549690,/m/0h1gxg4,Family Life,1971,1827374.0,"{""/m/07s9rl0"": ""Drama""}",tt0068569
32230171,/m/0gx_hsv,Jaal,1986,,"{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery""}",tt0239495
13330967,/m/03c1yp_,The Photo-Drama of Creation,,,"{""/m/02djzlc"": ""Religious Film""}",tt0162536
22707566,/m/05zkctx,Listen to the Voices of the Sea,1950,,"{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white"", ""/m/082gq"": ""War film""}",tt0042639
20565084,/m/051vm8f,Histoire de Pen,2002,,"{""/m/07s9rl0"": ""Drama"", ""/m/0d1w9"": ""Prison""}",tt0277625
31555973,/m/0glp_43,Mechanical Man,1932,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hcr"": ""Animation""}",tt0142649
21850374,/m/05p7ql9,Mitti Wajaan Maardi,,,"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",tt1579976
32888692,/m/0cg3_n4,The Enchanted Forest,1987,,"{""/m/05p553"": ""Comedy film"", ""/m/01hmnh"": ""Fantasy""}",tt0092693
11396944,/m/02rb3y6,Barbecue Brawl,,,"{""/m/02hmvc"": ""Short Film"", ""/m/01z4y"": ""Comedy""}",tt0048986
31774721,/m/0gttyvd,Pleins feux sur Stanislas,1965,,"{""/m/05p553"": ""Comedy film"", ""/m/01g6gs"": ""Black-and-white""}",tt0059608
27413039,/m/0c0120p,The Lion of Punjab,2011,,"{""/m/02kdv5l"": ""Action""}",tt1860336
32289944,/m/0gy12cc,The Fortune Buddies,2011,,"{""/m/05p553"": ""Comedy film""}",tt1997561
16265204,/m/03wffx4,John and the Missus,1986,,"{""/m/07s9rl0"": ""Drama""}",tt0093317
20581428,/m/051wf90,Garam Masala,1972,,"{""/m/01z4y"": ""Comedy""}",tt0068620
4324916,/m/0bx6kl,Flipside,,,"{""/m/02nxfrh"": ""Adult""}",
32440494,/m/0h1cggh,Children of the Stork,1999,,"{""/m/04228s"": ""Road movie""}",tt0211445
32556450,/m/0h1ggj0,Stress Is Three,1968,,"{""/m/07s9rl0"": ""Drama""}",tt0063651
18448014,/m/04dzg1w,Mudrank,,,"{""/m/03bxz7"": ""Biographical film""}",
18922715,/m/04jg0t2,Gone Fishing,2008,,"{""/m/02hmvc"": ""Short Film""}",
3018432,/m/08kwb6,Pokémon: Mewtwo Returns,,,"{""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0jxy"": ""Anime"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/095bb"": ""Animated cartoon"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n2s"": ""Fantasy Comedy""}",tt0304564
32699320,/m/0h3sysw,In the Shadow of Kilimanjaro,1986,,"{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror""}",tt0091264
28149669,/m/0cm9ncr,Him and His Sister,1931,,"{""/m/05p553"": ""Comedy film"", ""/m/04t36"": ""Musical""}",tt0169100
24511725,/m/0cmcq43,Apolinar,,,"{""/m/01hmnh"": ""Fantasy""}",tt0292431
26913157,/m/0bmh5lt,Story of the Sword and the Sabre,1963,,"{""/m/04t2t"": ""Martial Arts Film""}",
33467395,/m/0h944bd,Pixie Hollow,,,"{""/m/0hqxf"": ""Family Film"", ""/m/0bj8m2"": ""Children's""}",
34597747,/m/0j27fgb,Pranayavarnangal,1998,,"{""/m/02l7c8"": ""Romance Film""}",tt0273994
11402065,/m/02rb9sy,He-Man and the Masters of the Universe,,,{},
31544790,/m/0glq3p1,Kings and Desperate Men,1981,,"{""/m/07s9rl0"": ""Drama""}",tt0085797
5293582,/m/0dd0p4,"Get Up, Stand Up: The Story of Pop and Protest",,,"{""/m/0jtdp"": ""Documentary""}",tt0389631
1862160,/m/061xvh,Gokusen,,,"{""/m/0gw5n2f"": ""Japanese Movies""}",tt0450430
20383447,/m/04zx1c_,Italian Fast Food,1986,,"{""/m/01z4y"": ""Comedy""}",tt0179905
26339160,/m/0bbvpyh,Miracle Fish,2009,,"{""/m/02hmvc"": ""Short Film""}",
11401345,/m/02rb8sl,The Flintstones: On the Rocks,,,"{""/m/0bj8m2"": ""Children's"", ""/m/01z4y"": ""Comedy""}",tt0299892
20579778,/m/05228vt,Rootha Na Karo,1970,,"{""/m/02l7c8"": ""Romance Film""}",tt0316506
3198770,/m/08yqb3,Inferno,,,"{""/m/02hmvc"": ""Short Film""}",
32490775,/m/0h1ddtx,Inside,2011,,"{""/m/01jfsb"": ""Thriller""}",tt2014254
34709971,/m/0j3dm6q,Madhosh,1974,,"{""/m/07s9rl0"": ""Drama""}",tt0122162
26181753,/m/0b74n04,Maniac Chase,1904,,"{""/m/02hmvc"": ""Short Film"", ""/m/05p553"": ""Comedy film""}",tt0235568
32550044,/m/0h1dk6k,Mounam Sammadham,1990,,"{""/m/0lsxr"": ""Crime Fiction""}",tt0235607
22702720,/m/05znddn,Strumpet,,,"{""/m/01t_vv"": ""Comedy-drama""}",tt0272308
28792297,/m/0dddv8l,Dawn!,1979,,"{""/m/01z02hx"": ""Sports"", ""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama""}",tt0079029
17146579,/m/043q347,The Art of Amália,2000,,"{""/m/04rlf"": ""Music"", ""/m/017fp"": ""Biography""}",tt0204839
11030908,/m/02qynj3,Modern Man,,,"{""/m/07s9rl0"": ""Drama""}",
33412269,/m/0h98jjk,The Christ of the Lanterns,1958,,"{""/m/05p553"": ""Comedy film""}",tt0050272
33710269,/m/0hhr1hd,Queen of Clubs,1966,,"{""/m/07s9rl0"": ""Drama""}",tt0144854
11645164,/m/02rmkfq,Madame Irma,2006,,"{""/m/01z4y"": ""Comedy""}",tt0498116
32865605,/m/0h3rnv0,Scumbus,,,"{""/m/05p553"": ""Comedy film""}",tt1823197
20636823,/m/051ystm,The Marriage Business,1927,,"{""/m/01z4y"": ""Comedy""}",tt0333875
22707897,/m/05zpfbw,Ringo-en no shōjo,1952,,"{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/01g6gs"": ""Black-and-white""}",tt0429036
26236918,/m/0b74mld,Louis Theroux: Gambling in Las Vegas,,,"{""/m/0jtdp"": ""Documentary""}",tt1235535
7276592,/m/025x_cz,The Outsiders,,,"{""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",
6061677,/m/0fn4fy,What's Love Got to Do with It?,,,"{""/m/0hj3mws"": ""Biopic [feature]"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3nbk"": ""Marriage Drama"", ""/m/01jk9n"": ""Pornographic movie""}",
20208180,/m/04yh87j,Comment réussir quand on est con et pleurnichard,1974,,"{""/m/01z4y"": ""Comedy""}",tt0185997
11347222,/m/02r8g_v,Animalicious: Revenge of the Animals,,,"{""/m/0jtdp"": ""Documentary""}",tt0176449
33646481,/m/0hgn1ww,A Long Hot Summer,1999,,"{""/m/01z4y"": ""Comedy""}",tt0168123
30692419,/m/0g9xy6g,The Hard Life of an Adventurer,1941,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/05p553"": ""Comedy film""}",tt0169309
35740359,/m/0jt4z6s,The Superior Sex,,,{},tt0294194
22266318,/m/05q4tt7,Bedside-films,,,{},
20929050,/m/05p6k4b,High Tech,,,"{""/m/01jk9n"": ""Pornographic movie""}",
31487737,/m/0glrmhl,The Silent House,2010,,"{""/m/03npn"": ""Horror""}",
8531151,/m/0276v80,Doctor Sleep,2002,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/01jfsb"": ""Thriller""}",tt0286594
29860743,/m/0fq2c95,Envy,2009,,"{""/m/07s9rl0"": ""Drama""}",tt1512894
10791829,/m/02qq2sj,Sahodarara Savaal,1977,,{},tt0371834
2453986,/m/02vk9_n,Clean Pastures,1937,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation""}",tt0028724
31290638,/m/0gj9jr8,Slaves to the Underground,1997,,"{""/m/02l7c8"": ""Romance Film"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",
28918473,/m/0dgpjly,Vettai Mannan,,,"{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action""}",tt2008684
3150798,/m/09rt4nb,Dough for the Do-Do,1949,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/0hcr"": ""Animation""}",tt0041310
26003987,/m/0b6d4vx,All That I Love,2009,,{},
32199042,/m/0gx__01,Passport to Paradise,1932,,"{""/m/07s9rl0"": ""Drama""}",tt0023324
1312699,/m/04s26_,Jungle Cubs,,,{},tt0124949
29619885,/m/0fphws2,The Uninvited Ancestors,,,"{""/m/02hmvc"": ""Short Film"", ""/m/03npn"": ""Horror""}",
30009422,/m/0fqnvcd,Doorways,,,"{""/m/06n90"": ""Science Fiction""}",tt0106752
246714,/m/01kpr1,Prisoner,,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}",tt0077064
26318269,/m/0b77lqn,Emergency Landing,1941,,"{""/m/082gq"": ""War film""}",
17895659,/m/047nfzc,Sandcastles,,,"{""/m/07s9rl0"": ""Drama""}",
27398469,/m/0c02490,The Lightness,,,"{""/m/02hmvc"": ""Short Film""}",
25604628,/m/09v4r1l,The Sundowner,2010,,"{""/m/02hmvc"": ""Short Film""}",tt1537327
12717781,/m/02x20mk,The Critic,,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hcr"": ""Animation""}",tt0056965
31314997,/m/0gjdrx9,A Severed Head,1970,,"{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama""}",tt0067738
20904616,/m/05b5fs2,Jaan-e-Bahaar,1979,,"{""/m/02l7c8"": ""Romance Film""}",tt0283417
31704761,/m/0gmf9kf,Resistance,2011,,"{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama""}",tt1391116
20601439,/m/051w2tw,The Pink Pill,,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hcr"": ""Animation""}",
16893895,/m/0411cp6,Station Master,1941,,"{""/m/05p553"": ""Comedy film""}",tt0152058
35899727,/m/0jwwql_,Tamilselvanum Thaniyar Anjalum,2016,,"{""/m/02l7c8"": ""Romance Film""}",tt5958298
12527035,/m/02wbjb4,Kaangeyan,,,{},
31763557,/m/0gtw5ll,Identification Marks: None,1965,,"{""/m/07s9rl0"": ""Drama""}",
22155568,/m/05q56w9,Watchmen: Motion Comic,,,"{""/m/06n90"": ""Science Fiction""}",tt1322240
29298896,/m/0ds0qx1,A Healing Art,2009,,"{""/m/02hmvc"": ""Short Film"", ""/m/0jtdp"": ""Documentary""}",tt1692240
20904642,/m/05b6c76,Meri Biwi Ki Shaadi,1979,,"{""/m/01z4y"": ""Comedy""}",tt0378350
14937494,/m/03h2cm_,Bintou,2001,,"{""/m/02hmvc"": ""Short Film""}",
20904435,/m/05b1dph,Sone Ka Dil Lohe Ke Haath,1978,,"{""/m/02kdv5l"": ""Action""}",tt0392784
20350062,/m/04z_km5,"Land, Gold and Women",2006,,"{""/m/0jtdp"": ""Documentary""}",
10345445,/m/02q90cd,Bauerntanz zweier Kinder,1895,,"{""/m/02hmvc"": ""Short Film"", ""/m/06ppq"": ""Silent film"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0jtdp"": ""Documentary""}",tt0000017
7324772,/m/0kv52b,Monorailmovie,,,{},
25117791,/m/09glfsd,Beau Masque,1972,,"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",tt0199355
15916994,/m/03qgcdh,Tehzeeb,1971,,{},tt23789894
22718490,/m/05zq0fp,Ojōsan shachō,1953,,"{""/m/04t36"": ""Musical"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/01g6gs"": ""Black-and-white""}",tt0408052
5839169,/m/0f8bvp,Molina's Culpa,,,"{""/m/02hmvc"": ""Short Film"", ""/m/01z4y"": ""Comedy""}",tt0104038
20632882,/m/052020z,The Scarlet Pinkernel,,,"{""/m/02hmvc"": ""Short Film"", ""/m/01z4y"": ""Comedy"", ""/m/0hcr"": ""Animation""}",
21022248,/m/05b5z2s,The Counterfeit Coin,1955,,"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",tt0122565
32224660,/m/0gy1wz6,A Gentleman of France,,,"{""/m/03k9fj"": ""Adventure""}",tt0249534
8661152,/m/027c_cg,A Disney Halloween,,,"{""/m/03npn"": ""Horror"", ""/m/0hcr"": ""Animation""}",tt2607954
9572874,/m/02pkghk,Trains of Winnipeg,2004,,"{""/m/0jtdp"": ""Documentary""}",
21575885,/m/05m_crw,Margaret,,,"{""/m/07s9rl0"": ""Drama""}",tt1230150
18563253,/m/04g2r7j,Judex,1963,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/01g6gs"": ""Black-and-white""}",tt0057207
27277534,/m/0bwl39k,Behind the Make-Up,1930,,"{""/m/07s9rl0"": ""Drama""}",tt0020677
10822481,/m/02qr46y,Brideshead Revisited,,,"{""/m/07s9rl0"": ""Drama""}",tt0083390
17020848,/m/0415vct,Savage Guns,1961,,"{""/m/0hfjk"": ""Western"", ""/m/0771_"": ""Spaghetti Western""}",tt0056448
10576719,/m/02qj8g4,Them,,,"{""/m/06n90"": ""Science Fiction"", ""/m/07s9rl0"": ""Drama""}",tt0947807
2678942,/m/07xf6y,6teen,,,{},tt0439341
31031744,/m/0gg7h_7,Assigned to Danger,1948,,"{""/m/02xh1"": ""Film noir""}",tt0040119
2302448,/m/0727pl,Campus Confidential,,,"{""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy""}",tt0459648
33451031,/m/0h982sw,Ishtam,2012,,"{""/m/05p553"": ""Comedy film"", ""/m/02l7c8"": ""Romance Film""}",tt2167566
33125783,/m/0h561rh,Risky Business,1967,,"{""/m/07s9rl0"": ""Drama""}",tt0062204
23963303,/m/0gkr517,Childhoods,2007,,"{""/m/07s9rl0"": ""Drama""}",tt1119133
22739230,/m/05zwrl4,Akireta musume-tachi,1940,,"{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/01g6gs"": ""Black-and-white""}",tt8940710
8598070,/m/0279djm,Fire and Ice,1987,,"{""/m/01z02hx"": ""Sports"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",tt0093027
22718205,/m/05zrt1l,Black Blooded Brides of Satan,,,"{""/m/03npn"": ""Horror""}",
9659604,/m/02pndwj,The Amulet of Samarkand,,,{},
20740776,/m/056fxhg,Adventures in Odyssey video series,,,"{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",
20490737,/m/04zyfyf,Go Down Death,,,"{""/m/04p5fxn"": ""Christian film"", ""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0hj3n0q"": ""Early Black Cinema""}",tt0036870
14182741,/m/03cx40m,Memories of a River,1990,,"{""/m/07s9rl0"": ""Drama""}",tt0098537
15641462,/m/03nnff1,The Romantic Age,1949,,"{""/m/07s9rl0"": ""Drama""}",tt0041819
26952694,/m/0bs0gb6,You to Me Are Everything,2010,,"{""/m/0gxblw4"": ""Filipino Movies""}",tt1615136
22519331,/m/05zv0p8,3 Acts of Murder,,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}",tt1331332
34155651,/m/0hr44h_,Ee Tharam Illalu,,,{},
23514505,/m/06w7kvw,Mon Curé Chez les Nudistes,1982,,"{""/m/05p553"": ""Comedy film"", ""/m/02nxfrh"": ""Adult""}",tt0234263
12570828,/m/02ww9ly,Life and Colour,2005,,"{""/m/07s9rl0"": ""Drama""}",tt0376304
21749254,/m/05mrrn0,Thatcher: The Final Days,,,"{""/m/07s9rl0"": ""Drama""}",tt0381648
28139489,/m/0cm8nwm,Pimp,2010,,"{""/m/01jfsb"": ""Thriller""}",tt1460643
6271846,/m/0fzy96,Sunset Boulevard,,,"{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama""}",
28246375,/m/0cnzwpm,It's My Country Too: Muslim Americans,2005,,"{""/m/0jtdp"": ""Documentary""}",
10091427,/m/02q1jrc,The Green Hornet,1940,,"{""/m/03k9fj"": ""Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0949yv"": ""Movie serial"", ""/m/02hmvc"": ""Short Film"", ""/m/02kdv5l"": ""Action""}",tt0031394
24296024,/m/07s4483,Autumn in March,2009,,"{""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense""}",
36938359,/m/0h7mmwr,Tantei wa Bar ni Iru,2011,,"{""/m/07s9rl0"": ""Drama""}",tt1860318
9074158,/m/027wpzs,Kraurya,1996,,{},tt6348600
29581691,/m/0fpgxf6,How to Become a Criminal Mastermind,,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/05p553"": ""Comedy film""}",
32978913,/m/0h53l3v,Married to a Mormon,1922,,"{""/m/06ppq"": ""Silent film""}",tt0289323
19432848,/m/04mzp83,Mer's Lips,1991,,"{""/m/07s9rl0"": ""Drama""}",tt0103810
25242829,/m/09gpqrz,Electricity: OMD with the Royal Liverpool Philharmonic Orchestra,,,"{""/m/0d2rhq"": ""Concert film""}",
19162068,/m/04lf1k8,The Creature of the Sunny Side Up Trailer Park,2004,,"{""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy""}",tt0328899
33276299,/m/0h7m9sg,Mayilu,2012,,"{""/m/0hqxf"": ""Family Film""}",tt2216242
3429156,/m/09b_9_,Kaze Ghost Warrior,,,"{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/0hcr"": ""Animation""}",
33044333,/m/027p4zg,The Blonde from Buenos Aires,1961,,"{""/m/06cvj"": ""Romantic comedy""}",tt0054689
33675944,/m/0hht5vb,Parthiban Kanavu,1960,,"{""/m/02p0szs"": ""Historical fiction""}",tt0054157
20519027,/m/051vpqt,Box Car Bandit,,,"{""/m/02hmvc"": ""Short Film"", ""/m/05p553"": ""Comedy film"", ""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation""}",
11534154,/m/02rh1zv,Aborigenes en la Argentina,,,"{""/m/02hmvc"": ""Short Film"", ""/m/0jtdp"": ""Documentary""}",
27074481,/m/0bs3ty4,Pheri Bhetaula,1989,,"{""/m/02l7c8"": ""Romance Film""}",
747039,/m/037y5w,Harlock Saga,,,"{""/m/0gw5n2f"": ""Japanese Movies""}",tt0185351
14498040,/m/03d5byn,Fools Rush In,,,"{""/m/0jtdp"": ""Documentary""}",
14884185,/m/03h0d7w,Confederate Honey,1940,,"{""/m/04xvh5"": ""Costume drama""}",tt0032352
15633473,/m/03nn5hg,Wedding Night,2001,,"{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",tt0275560
32300689,/m/0gy101y,Artifact,2007,,"{""/m/03npn"": ""Horror""}",
31098177,/m/0gh85mj,The State I Am In,2000,,"{""/m/07s9rl0"": ""Drama""}",
26259482,/m/0b77ppv,Kathirvel,,,"{""/m/07s9rl0"": ""Drama""}",
32825025,/m/0h3qq7r,Outside In,,,"{""/m/0hcr"": ""Animation""}",tt1879017
19186516,/m/04ljpt0,Pinknic,,,"{""/m/02hmvc"": ""Short Film"", ""/m/05p553"": ""Comedy film"", ""/m/0hcr"": ""Animation""}",
22728861,/m/05zs43y,Takekurabe,1955,,"{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/01g6gs"": ""Black-and-white""}",tt0048689
10066083,/m/02q0pd6,Sayew,2003,,"{""/m/0hn10"": ""LGBT"", ""/m/01z4y"": ""Comedy""}",tt0359942
29590404,/m/0ds8vb9,Gadhama,2011,,"{""/m/07s9rl0"": ""Drama""}",tt1922632
33446745,/m/0h7l2ht,A Common Man,2013,,"{""/m/09blyk"": ""Psychological thriller""}",tt2104837
25478071,/m/09rsyyn,Jenifa,2008,,"{""/m/07s9rl0"": ""Drama""}",tt1714065
28330177,/m/0cnysfs,Samotáři,2000,,"{""/m/05p553"": ""Comedy film""}",tt0219288
27901373,/m/0ch2z9b,How Democracy Works Now: Twelve Stories,,,"{""/m/0jtdp"": ""Documentary""}",tt1827547
33235611,/m/0h7n3kl,Michael and Hugh,,,{},
20354398,/m/04zvhbd,Love In Singapore,2009,,"{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",
18135719,/m/04cw1sy,India in Motion,,,{},
28257077,/m/0cnz2jk,Disney Shot Kennedy,,,"{""/m/0219x_"": ""Indie""}",tt1622603
32199706,/m/0gxz1bf,Tulsi,2008,,"{""/m/07s9rl0"": ""Drama""}",tt1199534
6147609,/m/04_1m1g,The Last Hour,1930,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/06n90"": ""Science Fiction"", ""/m/01z4y"": ""Comedy""}",tt0021050
29069189,/m/0ds28c5,Le Vertige,1926,,"{""/m/07s9rl0"": ""Drama""}",tt0153523
30548381,/m/0g9z0nn,The Children of the Marshland,1999,,"{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama""}",
20903235,/m/05b1j11,Rani Aur Lalpari,1975,,"{""/m/04t36"": ""Musical""}",tt0246190
15505810,/m/03mcnn7,Entr'acte,1924,,"{""/m/02hmvc"": ""Short Film"", ""/m/06ppq"": ""Silent film"", ""/m/073_6"": ""Surrealism"", ""/m/01g6gs"": ""Black-and-white""}",tt0014872
30855581,/m/0gfj9p_,Pathiramanal,2013,,"{""/m/02kdv5l"": ""Action""}",tt2789850
2967410,/m/08gp4r,Last Days of Coney Island,2015,,"{""/m/0219x_"": ""Indie"", ""/m/0hcr"": ""Animation""}",tt3113960
23484219,/m/06w1n2m,Seven Nights in Japan,1976,,"{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",tt0078236
28243365,/m/0cp1wnb,Lady Blue Shanghai,2010,,"{""/m/02hmvc"": ""Short Film""}",tt1712185
24494077,/m/0808bnp,Reel Zombies,2008,,"{""/m/03npn"": ""Horror"", ""/m/0hj3n7f"": ""Horror Comedy""}",tt1275956
35696670,/m/0jt4j5g,The Bad Cat Şerafettin,2016,,"{""/m/05p553"": ""Comedy film"", ""/m/02kdv5l"": ""Action"", ""/m/0hcr"": ""Animation""}",tt4695548
20088496,/m/04ygtm9,Hoppet,,,"{""/m/07s9rl0"": ""Drama""}",tt0871864
31307501,/m/0gj8wy2,The Hike,,,"{""/m/03npn"": ""Horror""}",
7422679,/m/0kv75d,The Overcoat,,,"{""/m/06qln"": ""Stop motion"", ""/m/0hcr"": ""Animation""}",tt0475722
22016018,/m/05pclsm,Iru Kodugal,1969,,"{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama""}",tt0154651
24698082,/m/0806g8x,Jhinder Bandi,1961,,"{""/m/01jfsb"": ""Thriller"", ""/m/02l7c8"": ""Romance Film"", ""/m/03k9fj"": ""Adventure""}",tt1073122
20493498,/m/04_15fg,The Main Event,,,"{""/m/04rlf"": ""Music""}",
21112250,/m/05b_70h,La Belle Histoire,1992,,"{""/m/068d7h"": ""Romantic drama"", ""/m/06l3bl"": ""Epic"", ""/m/0hj3n0w"": ""Ensemble Film""}",tt0103790
4143766,/m/0blfrm,The Falklands Play,,,"{""/m/07s9rl0"": ""Drama"", ""/m/01f9r0"": ""Docudrama"", ""/m/082gq"": ""War film""}",tt0315579
31140821,/m/0gh8_5c,Ambuli,2012,,"{""/m/06n90"": ""Science Fiction""}",tt1841504
9749258,/m/02pq_j9,Jonny's Golden Quest,,,"{""/m/02n4kr"": ""Mystery"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/03k9fj"": ""Adventure"", ""/m/0hcr"": ""Animation""}",tt0192190
32157917,/m/0gw_ntm,Paheli,1977,,"{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama""}",tt0165907
34090954,/m/0hr4418,The Hole Idea,1955,,"{""/m/02hmvc"": ""Short Film"", ""/m/05p553"": ""Comedy film"", ""/m/0hcr"": ""Animation""}",tt0048175
4848963,/m/0cqv63,Nines,,,"{""/m/02hmvc"": ""Short Film"", ""/m/02kdv5l"": ""Action""}",
22130017,/m/05p3qwc,Zero Theorem,2013,,"{""/m/06n90"": ""Science Fiction""}",
18567211,/m/04g0tc8,LaLee's Kin: The Legacy of Cotton,2001,,"{""/m/0hj3n07"": ""Culture & Society"", ""/m/017fp"": ""Biography"", ""/m/0hj3n8h"": ""Interpersonal Relationships"", ""/m/075fzd"": ""Social issues"", ""/m/0jtdp"": ""Documentary""}",tt0274622
21753009,/m/05mt0cd,Bittersweet Love,1976,,"{""/m/02l7c8"": ""Romance Film"", ""/m/01lrrt"": ""Melodrama"", ""/m/07s9rl0"": ""Drama""}",tt0074209
4187599,/m/0bnynx,Echo of Thunder,,,"{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama""}",tt0150435
22770217,/m/05zjcl4,I Haravgi tis Nikis,1971,,"{""/m/07s9rl0"": ""Drama""}",tt0216797
26111263,/m/0b6k59b,Only Old Men Are Going to Battle,1973,,"{""/m/04t36"": ""Musical"", ""/m/082gq"": ""War film""}",tt0070861
31608273,/m/0gmdfp4,Le comte de Monte-Cristo,1954,,"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure""}",tt0046415
2173052,/m/06s8vk,Greater Wrong of the Right LIVE,,,"{""/m/0d2rhq"": ""Concert film""}",tt0477089
16847458,/m/04085_q,Single White Millionaire,,,"{""/m/01z4y"": ""Comedy""}",
21119674,/m/05b_js8,The Tested,,,"{""/m/07s9rl0"": ""Drama""}",
34274755,/m/0hzs3qv,How to Draw a Perfect Circle,2009,,{},
20378607,/m/04_0s1q,Daku Rani Ganga,1976,,{},tt0233514
30558965,/m/0g9xkr3,Taylor Chain,,,"{""/m/0jtdp"": ""Documentary""}",
25351570,/m/09g88lm,Kamikazes: A Deathography,,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}",
35951335,/m/0jwxg8m,AM 11:00,2013,,"{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction""}",tt3281394
32986603,/m/0h55gh_,Always Sanchōme no Yūhi '64,2012,,"{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama""}",
31819159,/m/0gtwt32,Kuch Khatta Kuch Meetha,,,"{""/m/05p553"": ""Comedy film""}",
21606324,/m/05mxpqx,It Happened in Paris,1935,,"{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",tt0026536
