wikipedia_id,freebase_id,name,release_date,box_office,genres,imdb_id
33148159,/m/0jt0qkp,Lutter,,,{},tt0968993
16672517,/m/03mhfqj,Aap Kaa Surroor 2 - Ae Himesh Bhai!,,,{},
9124011,/m/027yjkd,Dayman Ma`ak,1954,,"{""/m/02l7c8"": ""Romance Film"", ""/m/04t36"": ""Musical"", ""/m/01g6gs"": ""Black-and-white"", ""/m/01z4y"": ""Comedy""}",tt0317307
1393873,/m/04z2kf,Loopy De Loop,1959,,"{""/m/05p553"": ""Comedy film"", ""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation""}",tt0284757
5418970,/m/0dk_zf,Arctic Passage,,,"{""/m/0jtdp"": ""Documentary""}",tt0862888
30957142,/m/0gg4rcr,Undercurrent,2010,,"{""/m/07s9rl0"": ""Drama""}",
7582987,/m/0kvbs2,The Ghost of Slumber Mountain,1918,100000.0,"{""/m/02hmvc"": ""Short Film"", ""/m/06n90"": ""Science Fiction"", ""/m/06ppq"": ""Silent film"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white""}",tt0009105
11463957,/m/02rdpgp,Arlington West: The Film,2006,,"{""/m/0jtdp"": ""Documentary""}",
12392289,/m/02w2ywg,Mengejar Mas-Mas,2007,,"{""/m/07s9rl0"": ""Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z4y"": ""Comedy""}",tt1046958
20611297,/m/0524s71,Pink Blue Plate,,,"{""/m/02hmvc"": ""Short Film"", ""/m/01z4y"": ""Comedy"", ""/m/0hcr"": ""Animation""}",
19107318,/m/04jdmpy,Crazy English,1999,,"{""/m/0gw5qqq"": ""Chinese Movies""}",tt0210677
31638525,/m/0gmds_9,The Russian Question,1948,,"{""/m/03mqtr"": ""Political drama""}",tt0039790
30994230,/m/0gg7w4q,A Fire Has Been Arranged,1935,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/05p553"": ""Comedy film""}",tt0026359
20996481,/m/05b35lt,Freelance Samurai,1957,,"{""/m/0gw5n2f"": ""Japanese Movies""}",tt0187317
18900393,/m/04jkvq7,Pink on the Cob,,,"{""/m/02hmvc"": ""Short Film"", ""/m/05p553"": ""Comedy film"", ""/m/0hcr"": ""Animation""}",
33726417,/m/0hhs6yp,Third Halftime,2012,,"{""/m/02p0szs"": ""Historical fiction"", ""/m/07s9rl0"": ""Drama""}",tt2069100
22056121,/m/0dgj9m,Disney Channel Games 2006,,,"{""/m/0hqxf"": ""Family Film""}",
4031676,/m/0bdgm4,Independent Lens,,,{},tt0486531
3917891,/m/0b6qmg,The King and the Clown,2005,,"{""/m/0hn10"": ""LGBT"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0d63kt"": ""Gay"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/04tkhfk"": ""Gay Themed""}",tt0492835
26712095,/m/0bmjlqc,Cheat You Fair: The Story of Maxwell Street,,,"{""/m/0jtdp"": ""Documentary""}",tt0860834
36208311,/m/0k0qd6w,Bhoomiyude Avakashikal,2012,,{},tt2574836
19801670,/m/04q257s,The Weapon,1956,,"{""/m/01jfsb"": ""Thriller""}",tt0051184
32505827,/m/0h1cbks,Dost,1954,,{},tt0373800
31814576,/m/0gtx9zh,Le Paria,1969,,"{""/m/05p553"": ""Comedy film""}",tt0065912
9782958,/m/02ps1lg,Deshantori,,,"{""/m/01f9r0"": ""Docudrama""}",
9429240,/m/0288l_g,Dharmapuri,2006,,"{""/m/02kdv5l"": ""Action""}",tt8938974
29258922,/m/0ds8rrl,L'Étrange Désir de monsieur Bard,1954,,"{""/m/07s9rl0"": ""Drama""}",tt0046572
34319106,/m/0hzr9h0,The East,2013,,"{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",tt1869716
28736289,/m/0czdh1j,Stranger in the House,1967,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}",tt0061515
10050603,/m/02q05ty,Fancy Paradise,1968,,"{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/06n90"": ""Science Fiction"", ""/m/01hmnh"": ""Fantasy""}",tt0202985
26900805,/m/051_4zf,The Chiltern Hundreds,1949,,"{""/m/05mrx8"": ""Political satire"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n0k"": ""Domestic Comedy""}",tt0041245
1901096,/m/064w9b,Charles II: The Power and The Passion,2003,,"{""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03hn0"": ""Historical drama""}",tt0364800
19134776,/m/04jf8mw,Play It Cool,1962,,"{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama""}",tt0056353
19803330,/m/04q8x2d,Muallaf,2008,,"{""/m/07s9rl0"": ""Drama""}",tt1263797
25131827,/m/09gp46z,And Beyond,,,"{""/m/02hmvc"": ""Short Film""}",
27044179,/m/0bs1_hx,The Hanged Man,,,"{""/m/01jfsb"": ""Thriller""}",
32470255,/m/0h1hpq0,For Those We Love,1921,,"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",tt0011196
9985468,/m/02pyxxd,WWE Tagged Classics,,,"{""/m/01z02hx"": ""Sports""}",
7922428,/m/026k70d,Elvis In Concert,,,"{""/m/04rlf"": ""Music"", ""/m/0jtdp"": ""Documentary""}",tt0225607
11921020,/m/02ry4b8,The Corruptor,,,"{""/m/0hcr"": ""Animation""}",
3579544,/m/09mtx1,Afterlife,,,{},tt0435937
34090675,/m/0hqzt6p,The Perfect Roommate,,,"{""/m/01jfsb"": ""Thriller""}",
10624891,/m/02qkk0c,La Voltige,1895,,"{""/m/02hmvc"": ""Short Film"", ""/m/06ppq"": ""Silent film"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white""}",tt0000033
30553656,/m/0g9zmry,Olave Mandhara,2011,,"{""/m/02l7c8"": ""Romance Film""}",
7567438,/m/0kvbhy,Soorma Bhopali,1988,,"{""/m/01z4y"": ""Comedy""}",tt0096140
34129623,/m/0hr7b90,Sold,1915,,"{""/m/07s9rl0"": ""Drama""}",tt0006064
5218366,/m/0d8dp1,London Kills Me,1991,,"{""/m/0hn10"": ""LGBT"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/03v6qx"": ""Stoner film""}",tt0102328
19490946,/m/04mx_6p,Legends of Tanakashi: Dynasty of Blade,,,"{""/m/02kdv5l"": ""Action""}",
34563800,/m/0j25jzj,Bangari,2013,,"{""/m/02l7c8"": ""Romance Film""}",tt14262742
10492496,/m/02qfqzf,Dizzy Pilots,1943,,"{""/m/02hmvc"": ""Short Film"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",tt0035814
12395625,/m/02w31xg,Puss 'n' Boats,1966,,"{""/m/02hmvc"": ""Short Film"", ""/m/01z4y"": ""Comedy""}",tt0060869
14415689,/m/03d2ty3,Always Tell Your Wife,1923,,"{""/m/02hmvc"": ""Short Film"", ""/m/06ppq"": ""Silent film"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white"", ""/m/01z4y"": ""Comedy""}",tt0818899
9308502,/m/0283zwc,How to Make Use of Leisure Time: Painting,,,"{""/m/02hmvc"": ""Short Film""}",tt0075711
17470026,/m/047fx6d,Terror Nation,,,"{""/m/02hmvc"": ""Short Film"", ""/m/06n90"": ""Science Fiction"", ""/m/0jtdp"": ""Documentary""}",
21686929,/m/05mx56r,His Grace Gives Notice,1933,,"{""/m/01z4y"": ""Comedy""}",tt0024123
30599547,/m/0gfg4bb,Frederick Douglass and the White Negro,2008,,"{""/m/0jtdp"": ""Documentary""}",tt1341726
8906793,/m/027p3n4,"Amalio Reyes, un hombre",1970,,"{""/m/01z4y"": ""Comedy""}",tt0182701
33477597,/m/0h971m_,Die Abfahrer,,,"{""/m/05p553"": ""Comedy film""}",tt0077117
8781041,/m/027jhnj,Remedial attraction,,,"{""/m/07s9rl0"": ""Drama""}",
4724834,/m/0ck650,Asterix and the Vikings,2006,22501596.0,"{""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation""}",tt0371552
34055313,/m/0hr2hsx,American Adobo,2001,344992.0,"{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",
33551059,/m/0hgm831,Mr. Dough and the Egg Princess,,,"{""/m/02hmvc"": ""Short Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hcr"": ""Animation""}",tt1857816
9573761,/m/02pkhq2,Lee,2007,,{},tt8263552
36052259,/m/0j_6mwx,Run From the Cure,,,"{""/m/0jtdp"": ""Documentary""}",
25152002,/m/09g9x63,Basic Love,2009,,"{""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01lrrt"": ""Melodrama"", ""/m/01j1n2"": ""Coming of age"", ""/m/0gw5qqq"": ""Chinese Movies""}",tt1382654
20454049,/m/04z_gx6,Tons of Trouble,1956,,"{""/m/01z4y"": ""Comedy""}",tt0197959
20632048,/m/051w84c,Savage Harvest,1981,,"{""/m/01jfsb"": ""Thriller"", ""/m/03k9fj"": ""Adventure""}",tt0083034
31427208,/m/0gl0d5m,So This Is New York,1948,,"{""/m/05p553"": ""Comedy film""}",
31210251,/m/0gjd810,Vaidhegi Kaathirunthaal,1984,,"{""/m/05p553"": ""Comedy film"", ""/m/02kdv5l"": ""Action""}",tt0320709
34644182,/m/0j28fqc,The Blue Lagoon,,,"{""/m/02l7c8"": ""Romance Film"", ""/m/03k9fj"": ""Adventure""}",tt2287663
27278051,/m/0bwhykg,Mocha Frapucino,,,{},
21482237,/m/05h26jx,Tonbo kaeri dōchū,1950,,"{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/01g6gs"": ""Black-and-white""}",tt8944932
18705442,/m/04glfbm,We're No Bad Guys,1997,,"{""/m/0gw5qqq"": ""Chinese Movies""}",tt0185850
19434365,/m/0gjdbwf,Silver Case,2011,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/05p553"": ""Comedy film"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",tt1666792
29075168,/m/0dlmjyw,Attack in the Pacific,1944,,"{""/m/0jtdp"": ""Documentary"", ""/m/082gq"": ""War film""}",tt0276783
25984661,/m/0b6p8p8,Calmos,1976,,"{""/m/05p553"": ""Comedy film""}",tt0074524
31990140,/m/0gvtg9n,A Hound For Trouble,1951,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/05p553"": ""Comedy film"", ""/m/0hcr"": ""Animation""}",tt0043659
9057972,/m/027w42j,Tee for Two,1945,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film""}",tt0038152
5922485,/m/0fdqtw,Trooper Clerks,,,"{""/m/0gf28"": ""Parody"", ""/m/0hcr"": ""Animation""}",
32621102,/m/0h1hhph,Albatross,2011,,"{""/m/07s9rl0"": ""Drama""}",tt1541149
6190947,/m/0fv_m4,Richard Pryor Movie,,,"{""/m/07s9rl0"": ""Drama"", ""/m/0jtdp"": ""Documentary""}",
12428218,/m/02w57gw,Investigation held by Kolobki,1986,,"{""/m/02hmvc"": ""Short Film""}",tt3066856
7744004,/m/0kvgd6,Krasue Valentine,2006,,"{""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy""}",tt0780062
14790860,/m/03gy1t1,Sambizanga,1972,,"{""/m/02p0szs"": ""Historical fiction"", ""/m/07s9rl0"": ""Drama""}",tt0069214
8947600,/m/027qsw4,RevoLOUtion: The Transformation of Lou Benedetti,2006,,"{""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama""}",
33275973,/m/0h7msbj,Vana Yuddham,2013,,"{""/m/03bxz7"": ""Biographical film""}",
5520992,/m/0dqpx9,Fearless,,,"{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",tt0363333
30167040,/m/0g54yxz,Enchantment,1921,,"{""/m/06ppq"": ""Silent film""}",
33100959,/m/0h67t9v,Death Grip,,,"{""/m/02kdv5l"": ""Action""}",
23293894,/m/065_2mc,Esprit d'amour,1983,,"{""/m/0gw5qqq"": ""Chinese Movies""}",tt0086616
10920719,/m/02qv12t,Together,1956,,"{""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}",tt0289780
22697988,/m/05zsgcj,Daughter of the Nile,1987,,"{""/m/07s9rl0"": ""Drama"", ""/m/0hj3n9c"": ""Juvenile Delinquency Film""}",tt0093633
5820314,/m/0f7653,House Of Re-Animator,,,{},
19687519,/m/0dgrsw1,Blood Colony,,,"{""/m/02hmvc"": ""Short Film""}",
15749794,/m/03ns79n,Vengeance,,,"{""/m/01z02hx"": ""Sports"", ""/m/05p553"": ""Comedy film"", ""/m/02kdv5l"": ""Action""}",tt0403658
13849639,/m/03cl59j,Imaginationland Episode II,,,"{""/m/05p553"": ""Comedy film"", ""/m/0hcr"": ""Animation""}",tt0995578
23771224,/m/06znjl_,The Storm,2009,,"{""/m/01drsx"": ""Disaster""}",tt1415244
7248381,/m/025x5_v,Hijitus,,,"{""/m/0hqxf"": ""Family Film"", ""/m/05p553"": ""Comedy film"", ""/m/04t36"": ""Musical"", ""/m/0hcr"": ""Animation""}",
31014663,/m/0gg9014,Senza colpa!,1915,,"{""/m/06ppq"": ""Silent film""}",tt0203108
25573745,/m/09rtpqb,Fleisch,,,"{""/m/01jfsb"": ""Thriller""}",
19682775,/m/04n2mb9,Movin' With Nancy,,,"{""/m/04rlf"": ""Music""}",tt0183531
14358557,/m/03d1m40,Job's Revolt,,,"{""/m/07s9rl0"": ""Drama""}",tt0085767
6685838,/m/0gh6t8,Engagement,,,"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",
29031975,/m/0dgs80c,The Constant Woman,1933,,"{""/m/02hmvc"": ""Short Film"", ""/m/05p553"": ""Comedy film""}",tt0023904
29803022,/m/0fq2ctl,The Countess Alice,,,"{""/m/07s9rl0"": ""Drama""}",tt0104015
32537784,/m/0h1cs6j,Shagird,2011,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",tt1828289
31900532,/m/0gvr5mj,Fear no Evil,1945,,{},tt0038095
19915414,/m/04q83gb,Saathire,2004,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",
19289655,/m/04lf53r,...Va man dar khoshbakhti-e shirin be donya amadam!,,,"{""/m/02hmvc"": ""Short Film""}",
31865461,/m/0gtv2y3,Keiko,1979,,"{""/m/0gw5n2f"": ""Japanese Movies""}",tt0079393
30528086,/m/0g9xlv4,Hello Stranger,2010,,"{""/m/02l7c8"": ""Romance Film"", ""/m/05p553"": ""Comedy film""}",tt1725995
20921173,/m/05b4ryl,The Age of Insects,,,"{""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/01z4y"": ""Comedy""}",tt0098998
30280518,/m/0g55nf7,On the Ropes,2011,,"{""/m/05p553"": ""Comedy film""}",tt1828260
29895175,/m/0fqmdg8,Boreas,2006,,"{""/m/02hmvc"": ""Short Film""}",
9764248,/m/02prgzz,Fantômas,1964,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/01z4y"": ""Comedy""}",tt0058089
13568181,/m/03c9mqr,Sisters of '77,,,"{""/m/0hj3n4b"": ""Gender Issues"", ""/m/03g3w"": ""History"", ""/m/017fp"": ""Biography"", ""/m/0hj3n07"": ""Culture & Society""}",tt1428234
30149781,/m/0g553c0,More Bloody Meetings,,,"{""/m/02hmvc"": ""Short Film"", ""/m/0jtdp"": ""Documentary""}",tt0330654
28322216,/m/0cp0sny,Band Waggon,1940,,"{""/m/04t36"": ""Musical"", ""/m/05p553"": ""Comedy film""}",
15058861,/m/03hg266,50 Greatest Comedy Catchphrases,,,{},
30239939,/m/0g55pm9,Rape of the Sword,1967,,"{""/m/08322"": ""Wuxia""}",tt0064210
12177593,/m/02vsy_r,Pellaindi Kaani,2007,,{},tt1285001
25756832,/m/09v5v93,The Inugamis,1976,,"{""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0gw5n2f"": ""Japanese Movies""}",tt0074691
27517359,/m/0c01lsy,Yariyan,,,"{""/m/0hqxf"": ""Family Film""}",
30642093,/m/0g9y530,Jánošík,1935,,"{""/m/07s9rl0"": ""Drama""}",tt0151169
20904652,/m/05b4w4s,Prem Vivah,1979,,"{""/m/02l7c8"": ""Romance Film""}",tt0158108
29801891,/m/05p66lq,Coulda Woulda Shoulda,,,"{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",
14656823,/m/03gs152,The Diary,,,"{""/m/02hmvc"": ""Short Film"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",
17549642,/m/047d13v,Convict Concerto,1954,,"{""/m/0hcr"": ""Animation""}",tt0150193
27046886,/m/0bs1pyg,I giorni dell'abbandono,,,"{""/m/07s9rl0"": ""Drama""}",tt0474694
32386989,/m/0gysbr9,Paranormal Activity 2: Tokyo Night,2010,,"{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",tt1728179
31527824,/m/0glrpfs,Bob's Baby,1913,,"{""/m/06ppq"": ""Silent film""}",tt0389814
31939460,/m/0gvvv55,Mambazhakkalam,2004,,"{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama""}",
30700595,/m/0g9w_4_,Patisserie Coin de rue,2011,,"{""/m/07s9rl0"": ""Drama""}",tt1653950
20630951,/m/0522xvj,Farendj,,,"{""/m/07s9rl0"": ""Drama""}",tt0099547
25905642,/m/0b6frym,Shortkut 2: The Con is Back,,,{},
21122977,/m/05c2tgj,Eternal Family,,,{},
6411113,/m/0g49x7,Drama Connections,,,{},tt0478752
33350598,/m/0h7pylg,Sundown,1924,,"{""/m/0hfjk"": ""Western"", ""/m/07s9rl0"": ""Drama""}",
25496318,/m/09rtnc_,Wog Boy 2: Kings of Mykonos,2010,14370197.0,"{""/m/05p553"": ""Comedy film""}",tt1457766
36267458,/m/0k2dw14,The Fourth Direction,2015,,{},tt4636068
22501300,/m/05zn9d_,Prema Tharangaya,1953,,"{""/m/02l7c8"": ""Romance Film""}",tt15047092
20581320,/m/052467m,Rivaaj,1972,,"{""/m/07s9rl0"": ""Drama""}",tt0254737
26890887,/m/0bmd_m9,LOL,2008,,"{""/m/01z4y"": ""Comedy""}",tt1194616
7235710,/m/0kv188,The Humpbacked Horse,1947,,{},tt0050604
33055439,/m/0h551ss,Hit and Run,1957,,"{""/m/02xh1"": ""Film noir""}",
33933567,/m/09v1vgp,Vada Chennai,2018,,{},tt5959980
12612167,/m/02wxwjw,Parashuram,1989,,"{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",tt14485326
11418685,/m/02rbt21,Children of the Secret State,2000,,"{""/m/0jtdp"": ""Documentary""}",tt0328952
27856465,/m/0cc9g_4,The Decoy Bride,2011,,"{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",tt1657299
3896166,/m/0b5pmk,Inspector Lewis,,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama""}",tt0874608
1849381,/m/060vf5,House of Harmony,,,"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",tt0419823
20903296,/m/05b1_w2,Mazdoor Zindabaad,1976,,{},tt0374033
5672206,/m/0dzd4z,Time Travelers,,,"{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure""}",tt0075330
18837293,/m/04gr2c3,Ice Blues,,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama""}",tt1130987
24643105,/m/0807_xz,Gia mia choufta Touristries,1971,,"{""/m/01z4y"": ""Comedy""}",tt0231653
29593417,/m/0fpg_cn,Sex Jack,1970,,"{""/m/0gw5n2f"": ""Japanese Movies""}",tt0066362
14503425,/m/03d5lss,Even As IOU,1942,,"{""/m/02hmvc"": ""Short Film"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",tt0034710
17182471,/m/043p8sm,Impetuous Fire,1977,,"{""/m/0gw5qqq"": ""Chinese Movies""}",tt0884801
13403078,/m/03c45wn,A un dios desconocido,1977,,"{""/m/0hn10"": ""LGBT"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]""}",tt0075616
12151513,/m/02vrgvy,The History of White People in America,1985,,"{""/m/0l4h_"": ""Mockumentary"", ""/m/01z4y"": ""Comedy""}",tt0089277
28274299,/m/0cp0mtv,Perdues dans New York,,,"{""/m/01hmnh"": ""Fantasy""}",tt0098078
28512680,/m/0crhq9q,Chhota Bheem & Krishna: Pataliputra- City of the Dead,,,"{""/m/0hcr"": ""Animation""}",
8307454,/m/026zv8_,Holiday in Your Heart,1997,,"{""/m/07s9rl0"": ""Drama""}",tt0126946
17183263,/m/043k9z6,Faddija - La legge della vendetta,1950,,"{""/m/01g6gs"": ""Black-and-white""}",tt0171306
1821978,/m/05znnj,Mighty Mouse: The New Adventures,,,{},tt0161170
8893009,/m/027nlvy,El Alma de un tango,1945,,"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/04t36"": ""Musical"", ""/m/01g6gs"": ""Black-and-white""}",tt0279644
30638543,/m/0g9_ngv,Bharosa,,,"{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film""}",tt0056866
13810029,/m/03cjxp3,Frankenstein,,,"{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror""}",
31008706,/m/0gg9fr3,Wish 143,2009,,"{""/m/02hmvc"": ""Short Film""}",
31538706,/m/0glsx83,Get Ed The Movie,,,{},
8827292,/m/027l4lp,The ESP Affair,,,"{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0219x_"": ""Indie""}",
31316750,/m/0gjdglp,Kuchisake-Onna 2 The Scissors Massacre,,,"{""/m/03npn"": ""Horror""}",tt1192612
31008163,/m/0gg7tvz,A Time for Champions,,,"{""/m/0jtdp"": ""Documentary""}",
1127963,/m/048p4k,The Great Escape II: The Untold Story,,,"{""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n1c"": ""Escape Film"", ""/m/082gq"": ""War film"", ""/m/02kdv5l"": ""Action""}",tt0095252
17278628,/m/043rz6z,Mona Must Die,,,"{""/m/02l7c8"": ""Romance Film"", ""/m/05p553"": ""Comedy film""}",
29582857,/m/0fpgd8w,Kungen kommer,1936,,"{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama""}",tt0027855
4379518,/m/0b_3cw,Strawberry Fields Forever,1968,,"{""/m/01hmnh"": ""Fantasy"", ""/m/0hj3mtv"": ""Animated Musical""}",
31525937,/m/0kv9sf,Another Open Season,2008,,"{""/m/0hcr"": ""Animation""}",
19864257,/m/04q6_v1,Where Are They Now?: A Delta Alumni Update,1978,,"{""/m/02hmvc"": ""Short Film"", ""/m/01z4y"": ""Comedy""}",
8735598,/m/027gt_5,Crying... Silicon Tears,2001,,"{""/m/01z4y"": ""Comedy""}",tt0298954
27822957,/m/0cc90_m,Ruchiki,,,"{""/m/02hmvc"": ""Short Film""}",
31168071,/m/0gh78kr,The Naive Man From Lolliland/ 2 in the AM PM,,,"{""/m/02hmvc"": ""Short Film""}",
